species	genu	family
Lamium_maculatum	Lamium	Lamiaceae
Lamium_orvala	Lamium	Lamiaceae
Mentha_longifolia	Mentha	Lamiaceae
Mentha_requienii	Mentha	Lamiaceae
Mentha_rotundifolia	Mentha	Lamiaceae
Neotinea_maculata	Neotinea	Orchidaceae
Neotinea_tridentata	Neotinea	Orchidaceae
Rubia_balearica	Rubia	Rubiaceae
Thymus_citriodorus	Thymus	Lamiaceae
Thymus_longedentatus	Thymus	Lamiaceae
Thymus_perinicus	Thymus	Lamiaceae
Thymus_willdenowii	Thymus	Lamiaceae
Traunsteinera_sphaerica	Traunsteinera	Orchidaceae
Wolffia_arrhiza	Wolffia	Araceae
Galium_friedrichii	Galium	Rubiaceae
Carex_involuta	Carex	Cyperaceae
Carex_senayana	Carex	Cyperaceae
Eleocharis_palustris	Eleocharis	Cyperaceae
Eriophorum_triste	Eriophorum	Cyperaceae
Isolepis_cernua	Isolepis	Cyperaceae
Neotinea_conica	Neotinea	Orchidaceae
Schoenoplectiella_supina	Schoenoplectiella	Cyperaceae
Schoenoplectus_lacustris	Schoenoplectus	Cyperaceae
Schoenoplectus_triqueter	Schoenoplectus	Cyperaceae
Asphodeline_taurica	Asphodeline	Asphodelaceae
Muscari_botryoides	Muscari	Asparagaceae
Muscari_gussonei	Muscari	Asparagaceae
Narcissus_cavanillesii	Narcissus	Amaryllidaceae
Narcissus_abscissus	Narcissus	Amaryllidaceae
Scilla_cretica	Scilla	Asparagaceae
Stuckenia_suecica	Stuckenia	Potamogetonaceae
Allium_caspium	Allium	Amaryllidaceae
Allium_castellanense	Allium	Amaryllidaceae
Allium_marschallianum	Allium	Amaryllidaceae
Allium_melitense	Allium	Amaryllidaceae
Bellevalia_ciliata	Bellevalia	Asparagaceae
Bellevalia_hyacinthoides	Bellevalia	Asparagaceae
Bellevalia_trifoliata	Bellevalia	Asparagaceae
Gagea_bulbifera	Gagea	Liliaceae
Gagea_granatellii	Gagea	Liliaceae
Gagea_heldreichii	Gagea	Liliaceae
Gagea_lutea	Gagea	Liliaceae
Gagea_pratensis	Gagea	Liliaceae
Gagea_reticulata	Gagea	Liliaceae
Hydrilla_verticillata	Hydrilla	Hydrocharitaceae
Stuckenia_pectinata	Stuckenia	Potamogetonaceae
Juncus_tingitanus	Juncus	Juncaceae
Luzula_forsteri	Luzula	Juncaceae
Luzula_lutea	Luzula	Juncaceae
Luzula_nivea	Luzula	Juncaceae
Luzula_pediformis	Luzula	Juncaceae
Luzula_spicata	Luzula	Juncaceae
Iris_planifolia	Iris	Iridaceae
Romulea_clusiana	Romulea	Iridaceae
Anacamptis_olida	Anacamptis	Orchidaceae
Anacamptis_parvifolia	Anacamptis	Orchidaceae
Anacamptis_sciathia	Anacamptis	Orchidaceae
Anacamptis_semisaccata	Anacamptis	Orchidaceae
Anacamptis_simorrensis	Anacamptis	Orchidaceae
Galium_ionicum	Galium	Rubiaceae
Plocama_calabrica	Plocama	Rubiaceae
Carex_luteola	Carex	Cyperaceae
Carex_mabilliana	Carex	Cyperaceae
Dactylodenia_tourensis	Dactylodenia	Orchidaceae
Abies_nebrodensis	Abies	Pinaceae
Picea_fennica	Picea	Pinaceae
Aegilotriticum_grenieri	Aegilotriticum	Poaceae
Arctodupontia_scleroclada	Arctodupontia	Poaceae
Achnatherum_calamagrostis	Achnatherum	Poaceae
Aegilotriticum_sancti-andreae	Aegilotriticum	Poaceae
Alopecurus_gerardii	Alopecurus	Poaceae
Alopecurus_vaginatus	Alopecurus	Poaceae
Apera_spica-venti	Apera	Poaceae
Arctagrostis_latifolia	Arctagrostis	Poaceae
Avenella_flexuosa	Avenella	Poaceae
Brachypodium_glaucovirens	Brachypodium	Poaceae
Brachypodium_retusum	Brachypodium	Poaceae
Brachypodium_sylvaticum	Brachypodium	Poaceae
Castellia_tuberculosa	Castellia	Poaceae
Elymus_panormitanus	Elymus	Poaceae
Elymus_repens	Elymus	Poaceae
Gastridium_phleoides	Gastridium	Poaceae
Gastridium_ventricosum	Gastridium	Poaceae
Glyceria_fluitans	Glyceria	Poaceae
Glyceria_lithuanica	Glyceria	Poaceae
Glyceria_maxima	Glyceria	Poaceae
Glyceria_nemoralis	Glyceria	Poaceae
Helictotrichon_cycladum	Helictotrichon	Poaceae
Hordeum_brevisubulatum	Hordeum	Poaceae
Hyparrhenia_hirta	Hyparrhenia	Poaceae
Imperata_cylindrica	Imperata	Poaceae
Leymus_paboanus	Leymus	Poaceae
Leymus_racemosus	Leymus	Poaceae
Moorochloa_eruciformis	Moorochloa	Poaceae
Periballia_involucrata	Periballia	Poaceae
Phleum_crypsoides	Phleum	Poaceae
Piptatherum_holciforme	Piptatherum	Poaceae
Poa_hartzii	Poa	Poaceae
Poa_rehmannii	Poa	Poaceae
Psilathera_ovata	Psilathera	Poaceae
Puccinellia_convoluta	Puccinellia	Poaceae
Puccinellia_festuciformis	Puccinellia	Poaceae
Puccinellia_gigantea	Puccinellia	Poaceae
Puccinellia_hauptiana	Puccinellia	Poaceae
Puccinellia_maritima	Puccinellia	Poaceae
Puccinellia_tenella	Puccinellia	Poaceae
Puccinellia_tenuissima	Puccinellia	Poaceae
Stipa_borysthenica	Stipa	Poaceae
Stipagrostis_karelinii	Stipagrostis	Poaceae
Trisetaria_aurea	Trisetaria	Poaceae
Trisetaria_macrochaeta	Trisetaria	Poaceae
Trisetum_alpestre	Trisetum	Poaceae
Trisetum_argenteum	Trisetum	Poaceae
Tripidium_strictum	Tripidium	Poaceae
Helictochloa_gervaisii	Helictochloa	Poaceae
Helictochloa_hackelii	Helictochloa	Poaceae
Helictochloa_hookeri	Helictochloa	Poaceae
Helictochloa_lusitanica	Helictochloa	Poaceae
Helictochloa_marginata	Helictochloa	Poaceae
Helictochloa_murcica	Helictochloa	Poaceae
Galiasperula_ferdinandi-coburgii	Galiasperula	Rubiaceae
Oreojuncus_monanthos	Oreojuncus	Juncaceae
Pseudadenia_micrantha	Pseudadenia	Orchidaceae
Thymus_spryginii	Thymus	Lamiaceae
Sporobolus_versicolor	Sporobolus	Poaceae
Vincetoxicum_creticum	Vincetoxicum	Apocynaceae
Vincetoxicum_juzepczukii	Vincetoxicum	Apocynaceae
Vincetoxicum_pannonicum	Vincetoxicum	Apocynaceae
Elatine_gussonei	Elatine	Elatinaceae
Elatine_hexandra	Elatine	Elatinaceae
Pseudadenia_vizanensis	Pseudadenia	Orchidaceae
Achnatherum_virescens	Achnatherum	Poaceae
Drimia_glaucophylla	Drimia	Asparagaceae
Lolium_interruptum	Lolium	Poaceae
Lolium_brinkmannii	Lolium	Poaceae
Lolium_tuberosum	Lolium	Poaceae
Carex_saamica	Carex	Cyperaceae
Elymus_apiculatus	Elymus	Poaceae
Avellinia_longiaristata	Avellinia	Poaceae
Hemipilia_cucullata	Hemipilia	Orchidaceae
Hexaphylla_capitata	Hexaphylla	Rubiaceae
Hexaphylla_hirta	Hexaphylla	Rubiaceae
Koeleria_hispanica	Koeleria	Poaceae
Kickxia_spuria	Kickxia	Plantaginaceae
Kickxia_elatine	Kickxia	Plantaginaceae
Lomelosia_rotata	Lomelosia	Caprifoliaceae
Lomelosia_pulsatilloides	Lomelosia	Caprifoliaceae
Lomelosia_argentea	Lomelosia	Caprifoliaceae
Lomelosia_minoana	Lomelosia	Caprifoliaceae
Lomelosia_crenata	Lomelosia	Caprifoliaceae
Lomelosia_divaricata	Lomelosia	Caprifoliaceae
Lomelosia_epirota	Lomelosia	Caprifoliaceae
Leiotulus_aureus	Leiotulus	Apiaceae
Lithodora_zahnii	Lithodora	Boraginaceae
Lutzia_cretica	Lutzia	Brassicaceae
Lycocarpus_fugax	Lycocarpus	Brassicaceae
Linum_czernjajevii	Linum	Linaceae
Lathyrus_digitatus	Lathyrus	Fabaceae
Lathyrus_ledebourii	Lathyrus	Fabaceae
Lathyrus_bauhini	Lathyrus	Fabaceae
Lathyrus_venetus	Lathyrus	Fabaceae
Lythrum_volgense	Lythrum	Lythraceae
Malcolmia_flexuosa	Malcolmia	Brassicaceae
Malcolmia_maritima	Malcolmia	Brassicaceae
Malcolmia_chia	Malcolmia	Brassicaceae
Matthiola_fragrans	Matthiola	Brassicaceae
Moricandia_arvensis	Moricandia	Brassicaceae
Molopospermum_peleponnesiacum	Molopospermum	Apiaceae
Melilotus_polonicus	Melilotus	Fabaceae
Moehringia_villosa	Moehringia	Caryophyllaceae
Moneses_uniflora	Moneses	Ericaceae
Noaea_mucronata	Noaea	Amaranthaceae
Neogaya_simplex	Neogaya	Apiaceae
Neotorularia_rossica	Neotorularia	Brassicaceae
Neotorularia_contortuplicata	Neotorularia	Brassicaceae
Onobrychis_peloponnesiaca	Onobrychis	Fabaceae
Onobrychis_alba	Onobrychis	Fabaceae
Onobrychis_conferta	Onobrychis	Fabaceae
Onobrychis_supina	Onobrychis	Fabaceae
Opopanax_chironium	Opopanax	Apiaceae
Onosma_echioides	Onosma	Boraginaceae
Onosma_helvetica	Onosma	Boraginaceae
Onosma_viridis	Onosma	Boraginaceae
Orobanche_olbiensis	Orobanche	Orobanchaceae
Oxyria_digyna	Oxyria	Polygonaceae
Orobanche_brassicae	Orobanche	Orobanchaceae
Odontites_glutinosus	Odontites	Orobanchaceae
Odontites_longiflorus	Odontites	Orobanchaceae
Odontites_kaliformis	Odontites	Orobanchaceae
Odontites_bocconei	Odontites	Orobanchaceae
Odontites_rigidifolius	Odontites	Orobanchaceae
Odontites_purpureus	Odontites	Orobanchaceae
Odontites_vernus	Odontites	Orobanchaceae
Orobanche_lycoctoni	Orobanche	Orobanchaceae
Prangos_trifida	Prangos	Apiaceae
Pseudoscabiosa_saxatilis	Pseudoscabiosa	Caprifoliaceae
Polycnemum_majus	Polycnemum	Amaranthaceae
Petrocoptis_glaucifolia	Petrocoptis	Caryophyllaceae
Petrorhagia_dubia	Petrorhagia	Caryophyllaceae
Petrorhagia_nanteuilii	Petrorhagia	Caryophyllaceae
Petrosedum_orientale	Petrosedum	Crassulaceae
Pterocephalus_pterocephala	Pterocephalus	Caprifoliaceae
Pterocephalus_plumosus	Pterocephalus	Caprifoliaceae
Pycnocomon_rutifolium	Pycnocomon	Caprifoliaceae
Petrocallis_pyrenaica	Petrocallis	Brassicaceae
Rorippa_vallicola	Rorippa	Brassicaceae
Rorippa_aurea	Rorippa	Brassicaceae
Retama_raetam	Retama	Fabaceae
Rumex_lapponicus	Rumex	Polygonaceae
Rupicapnos_africana	Rupicapnos	Papaveraceae
Roemeria_hybrida	Roemeria	Papaveraceae
Roemeria_argemone	Roemeria	Papaveraceae
Thamnosciadium_junceum	Thamnosciadium	Apiaceae
Umbilicus_rupestris	Umbilicus	Crassulaceae
Umbilicus_parviflorus	Umbilicus	Crassulaceae
Urtica_bianorii	Urtica	Urticaceae
Veronica_baumgartenii	Veronica	Plantaginaceae
Veronica_angustifolia	Veronica	Plantaginaceae
Vaccinium_hagerupii	Vaccinium	Ericaceae
Viola_epirota	Viola	Violaceae
Veronica_major	Veronica	Plantaginaceae
Valerianella_orientalis	Valerianella	Caprifoliaceae
Valeriana_discoidea	Valeriana	Caprifoliaceae
Siler_montanum	Siler	Apiaceae
Stellaria_media	Stellaria	Caryophyllaceae
Spergularia_macrorrhiza	Spergularia	Caryophyllaceae
Spergularia_capillacea	Spergularia	Caryophyllaceae
Spergularia_diandra	Spergularia	Caryophyllaceae
Stellaria_neglecta	Stellaria	Caryophyllaceae
Sedum_mucizonia	Sedum	Crassulaceae
Sedum_grisebachii	Sedum	Crassulaceae
Suaeda_acuminata	Suaeda	Amaranthaceae
Suaeda_altissima	Suaeda	Amaranthaceae
Suaeda_corniculata	Suaeda	Amaranthaceae
Suaeda_spicata	Suaeda	Amaranthaceae
Sagina_nivalis	Sagina	Caryophyllaceae
Sagina_micropetala	Sagina	Caryophyllaceae
Sagina_saginoides	Sagina	Caryophyllaceae
Silene_conglomeratica	Silene	Caryophyllaceae
Silene_chlorantha	Silene	Caryophyllaceae
Silene_boryi	Silene	Caryophyllaceae
Silene_astrachanicum	Silene	Caryophyllaceae
Silene_samothracica	Silene	Caryophyllaceae
Silene_samojedorum	Silene	Caryophyllaceae
Spergularia_media	Spergularia	Caryophyllaceae
Spergularia_marina	Spergularia	Caryophyllaceae
Silene_viscosa	Silene	Caryophyllaceae
Silene_wahlbergella	Silene	Caryophyllaceae
Silene_grisebachii	Silene	Caryophyllaceae
Silene_gigantea	Silene	Caryophyllaceae
Silene_involucrata	Silene	Caryophyllaceae
Silene_diclinis	Silene	Caryophyllaceae
Silene_cythnia	Silene	Caryophyllaceae
Silene_multiflora	Silene	Caryophyllaceae
Limonium_dictyophorum	Limonium	Plumbaginaceae
Limonium_avei	Limonium	Plumbaginaceae
Limonium_valentinum	Limonium	Plumbaginaceae
Limonium_tenuiculum	Limonium	Plumbaginaceae
Limonium_sinuatum	Limonium	Plumbaginaceae
Limonium_retirameum	Limonium	Plumbaginaceae
Limonium_sibthorpianum	Limonium	Plumbaginaceae
Limonium_sommierianum	Limonium	Plumbaginaceae
Limonium_salmonis	Limonium	Plumbaginaceae
Limonium_secundirameum	Limonium	Plumbaginaceae
Limonium_catalaunicum	Limonium	Plumbaginaceae
Limonium_confusum	Limonium	Plumbaginaceae
Limonium_companyonis	Limonium	Plumbaginaceae
Limonium_cancellatum	Limonium	Plumbaginaceae
Limonium_caprariense	Limonium	Plumbaginaceae
Limonium_abnorme	Limonium	Plumbaginaceae
Limonium_ambiguum	Limonium	Plumbaginaceae
Limonium_bianorii	Limonium	Plumbaginaceae
Limonium_asterotrichum	Limonium	Plumbaginaceae
Limonium_minutum	Limonium	Plumbaginaceae
Limonium_minus	Limonium	Plumbaginaceae
Limonium_ocymifolium	Limonium	Plumbaginaceae
Limonium_opulentum	Limonium	Plumbaginaceae
Limonium_ovalifolium	Limonium	Plumbaginaceae
Limonium_gmelini	Limonium	Plumbaginaceae
Limonium_hermaeum	Limonium	Plumbaginaceae
Limonium_graecum	Limonium	Plumbaginaceae
Limonium_flagellare	Limonium	Plumbaginaceae
Limonium_japygicum	Limonium	Plumbaginaceae
Limonium_insigne	Limonium	Plumbaginaceae
Linaria_incarnata	Linaria	Plantaginaceae
Linaria_caesia	Linaria	Plantaginaceae
Linaria_bipunctata	Linaria	Plantaginaceae
Linaria_bubanii	Linaria	Plantaginaceae
Linaria_angustissima	Linaria	Plantaginaceae
Linaria_hirta	Linaria	Plantaginaceae
Linaria_micrantha	Linaria	Plantaginaceae
Linaria_flava	Linaria	Plantaginaceae
Linaria_genistifolia	Linaria	Plantaginaceae
Linaria_triornithophora	Linaria	Plantaginaceae
Linaria_viscosa	Linaria	Plantaginaceae
Micranthes_tenuis	Micranthes	Saxifragaceae
Micranthes_stellaris	Micranthes	Saxifragaceae
Melampyrum_italicum	Melampyrum	Orobanchaceae
Thymelaea_calycina	Thymelaea	Thymelaeaceae
Thymelaea_argentata	Thymelaea	Thymelaeaceae
Reseda_gredensis	Reseda	Resedaceae
Rhinanthus_hungaricus	Rhinanthus	Orobanchaceae
Rhinanthus_antiquus	Rhinanthus	Orobanchaceae
Rhinanthus_brigantiacus	Rhinanthus	Orobanchaceae
Rhinanthus_borbasii	Rhinanthus	Orobanchaceae
Rhinanthus_niederederi	Rhinanthus	Orobanchaceae
Rhinanthus_oligadenus	Rhinanthus	Orobanchaceae
Pedicularis_oederi	Pedicularis	Orobanchaceae
Pulsatilla_pratensis	Pulsatilla	Ranunculaceae
Pulsatilla_alpina	Pulsatilla	Ranunculaceae
Pulsatilla_montana	Pulsatilla	Ranunculaceae
Pulsatilla_halleri	Pulsatilla	Ranunculaceae
Persicaria_tomentosa	Persicaria	Polygonaceae
Polygaloides_vayredae	Polygaloides	Polygalaceae
Polygaloides_webbiana	Polygaloides	Polygalaceae
Persicaria_hydropiper	Persicaria	Polygonaceae
Persicaria_minor	Persicaria	Polygonaceae
Persicaria_foliosa	Persicaria	Polygonaceae
Polygala_pseudoalpestris	Polygala	Polygalaceae
Polygonum_psammophilum	Polygonum	Polygonaceae
Polygonum_boreale	Polygonum	Polygonaceae
Saxifraga_corsica	Saxifraga	Saxifragaceae
Scabiosa_velenovskiana	Scabiosa	Caprifoliaceae
Stauracanthus_boivinii	Stauracanthus	Fabaceae
Sphaerophysa_salsula	Sphaerophysa	Fabaceae
Sesamoides_purpurascens	Sesamoides	Resedaceae
Sesamoides_minor	Sesamoides	Resedaceae
Sesamoides_prostrata	Sesamoides	Resedaceae
Thymelaea_passerina	Thymelaea	Thymelaeaceae
Arenaria_piifontii	Arenaria	Caryophyllaceae
Dichoropetalum_carvifolia	Dichoropetalum	Apiaceae
Dichoropetalum_schottii	Dichoropetalum	Apiaceae
Dichoropetalum_stridii	Dichoropetalum	Apiaceae
Glandora_diffusa	Glandora	Boraginaceae
Glandora_nitida	Glandora	Boraginaceae
Glandora_oleifolia	Glandora	Boraginaceae
Vaccinium_microcarpum	Vaccinium	Ericaceae
Veronica_blockiana	Veronica	Plantaginaceae
Visnaga_crinita	Visnaga	Apiaceae
Acanthus_hungaricus	Acanthus	Acanthaceae
Acer_varbossanium	Acer	Sapindaceae
Aethionema_orbiculatum	Aethionema	Brassicaceae
Alkekengi_officinarum	Alkekengi	Solanaceae
Anarrhinum_duriminium	Anarrhinum	Plantaginaceae
Androsace_aretioides	Androsace	Primulaceae
Anemonoides_caerulea	Anemonoides	Ranunculaceae
Anemonoides_nemorosa	Anemonoides	Ranunculaceae
Angelica_angelicastrum	Angelica	Apiaceae
Anthyllis_lagascana	Anthyllis	Fabaceae
Arabidopsis_halleri	Arabidopsis	Brassicaceae
Arenaria_bertolonii	Arenaria	Caryophyllaceae
Arenaria_phitosiana	Arenaria	Caryophyllaceae
Arenaria_pseudofrigida	Arenaria	Caryophyllaceae
Armoracia_rusticana	Armoracia	Brassicaceae
Armoracia_sisymbrioides	Armoracia	Brassicaceae
Astragalus_clusianus	Astragalus	Fabaceae
Astragalus_dolinicola	Astragalus	Fabaceae
Astragalus_frigidus	Astragalus	Fabaceae
Astragalus_nebrodensis	Astragalus	Fabaceae
Aurinia_gionae	Aurinia	Brassicaceae
Berteroa_mutabilis	Berteroa	Brassicaceae
Berteroa_obliqua	Berteroa	Brassicaceae
Biscutella_brevifolia	Biscutella	Brassicaceae
Biscutella_glacialis	Biscutella	Brassicaceae
Bistorta_officinalis	Bistorta	Polygonaceae
Bongardia_chrysogonum	Bongardia	Berberidaceae
Bornmuellera_tymphaea	Bornmuellera	Brassicaceae
Bupleurum_pauciradiatum	Bupleurum	Apiaceae
Bupleurum_rollii	Bupleurum	Apiaceae
Calligonum_aphyllum	Calligonum	Polygonaceae
Camelina_sativa	Camelina	Brassicaceae
Carrichtera_annua	Carrichtera	Brassicaceae
Cerastium_malyi	Cerastium	Caryophyllaceae
Cerastium_subtetrandrum	Cerastium	Caryophyllaceae
Chenopodium_novopokrovskyanum	Chenopodium	Amaranthaceae
Chrysosplenium_alpinum	Chrysosplenium	Saxifragaceae
Citrullus_colocynthis	Citrullus	Cucurbitaceae
Comandra_umbellata	Comandra	Santalaceae
Comastoma_nanum	Comastoma	Gentianaceae
Commicarpus_plumbagineus	Commicarpus	Nyctaginaceae
Conopodium_thalictrifolium	Conopodium	Apiaceae
Conringia_austriaca	Conringia	Brassicaceae
Conringia_orientalis	Conringia	Brassicaceae
Cyathoselinum_tomentosum	Cyathoselinum	Apiaceae
Cymbalaria_ebelii	Cymbalaria	Plantaginaceae
Cymbalaria_hepaticifolia	Cymbalaria	Plantaginaceae
Cymbalaria_minor	Cymbalaria	Plantaginaceae
Cymbalaria_muelleri	Cymbalaria	Plantaginaceae
Cymbalaria_pubescens	Cymbalaria	Plantaginaceae
Cynoglottis_barrelieri	Cynoglottis	Boraginaceae
Dianthus_androsaceus	Dianthus	Caryophyllaceae
Dianthus_busambrae	Dianthus	Caryophyllaceae
Dianthus_tymphresteus	Dianthus	Caryophyllaceae
Diplotaxis_viminea	Diplotaxis	Brassicaceae
Diplotaxis_virgata	Diplotaxis	Brassicaceae
Diptychocarpus_strictus	Diptychocarpus	Brassicaceae
Dysphania_botrys	Dysphania	Amaranthaceae
Erodium_aethiopicum	Erodium	Geraniaceae
Erodium_cicutarium	Erodium	Geraniaceae
Erodium_foetidum	Erodium	Geraniaceae
Erodium_glandulosum	Erodium	Geraniaceae
Erodium_maritimum	Erodium	Geraniaceae
Erodium_moschatum	Erodium	Geraniaceae
Erodium_pulverulentum	Erodium	Geraniaceae
Eruca_vesicaria	Eruca	Brassicaceae
Ferulago_nodosa	Ferulago	Apiaceae
Goniolimon_rubellum	Goniolimon	Plumbaginaceae
Goniolimon_speciosum	Goniolimon	Plumbaginaceae
Goniolimon_tataricum	Goniolimon	Plumbaginaceae
Gonocytisus_angulatus	Gonocytisus	Fabaceae
Gypsophila_linearifolia	Gypsophila	Caryophyllaceae
Gypsophila_pallasii	Gypsophila	Caryophyllaceae
Halimocnemis_sclerosperma	Halimocnemis	Amaranthaceae
Halopeplis_amplexicaulis	Halopeplis	Amaranthaceae
Helianthemum_apenninum	Helianthemum	Cistaceae
Helianthemum_baschkirorum	Helianthemum	Cistaceae
Helianthemum_canum	Helianthemum	Cistaceae
Helianthemum_glaucescens	Helianthemum	Cistaceae
Helianthemum_lippii	Helianthemum	Cistaceae
Helianthemum_nummularium	Helianthemum	Cistaceae
Helianthemum_origanifolium	Helianthemum	Cistaceae
Helosciadium_nodiflorum	Helosciadium	Apiaceae
Helosciadium_repens	Helosciadium	Apiaceae
Herniaria_ciliolata	Herniaria	Caryophyllaceae
Hesperis_slovaca	Hesperis	Brassicaceae
Heterocaryum_echinophorum	Heterocaryum	Boraginaceae
Hippocrepis_emerus	Hippocrepis	Fabaceae
Hornungia_alpina	Hornungia	Brassicaceae
Hornungia_aragonensis	Hornungia	Brassicaceae
Limonium_auriculae-ursifolium	Limonium	Plumbaginaceae
Lotus_frondosus	Lotus	Fabaceae
Polygala_preslii	Polygala	Polygalaceae
Polygala_carueliana	Polygala	Polygalaceae
Lysimachia_arvensis	Lysimachia	Primulaceae
Lysimachia_tyrrhenia	Lysimachia	Primulaceae
Trinia_crithmifolia	Trinia	Apiaceae
Limonium_bocconei	Limonium	Plumbaginaceae
Silybum_marianum	Silybum	Asteraceae
Staphisagria_picta	Staphisagria	Ranunculaceae
Lotus_germanicus	Lotus	Fabaceae
Viola_nana	Viola	Violaceae
Cota_tinctoria	Cota	Asteraceae
Chenopodiastrum_murale	Chenopodiastrum	Amaranthaceae
Limonium_virgatoformis	Limonium	Plumbaginaceae
Oxybasis_urbica	Oxybasis	Amaranthaceae
Oxybasis_glauca	Oxybasis	Amaranthaceae
Oxybasis_rubra	Oxybasis	Amaranthaceae
Filipendula_ulmaria	Filipendula	Rosaceae
Centaurea_benedicta	Centaurea	Asteraceae
Petasites_frigidus	Petasites	Asteraceae
Viola_henriquesii	Viola	Violaceae
Crataegus_germanica	Crataegus	Rosaceae
Eriolobus_florentinus	Eriolobus	Rosaceae
Filipendula_vulgaris	Filipendula	Rosaceae
Pyracantha_coccinea	Pyracantha	Rosaceae
Rubus_acanthodes	Rubus	Rosaceae
Rubus_acutidens	Rubus	Rosaceae
Rubus_aghadergensis	Rubus	Rosaceae
Rubus_ambigens	Rubus	Rosaceae
Rubus_amiantinus	Rubus	Rosaceae
Rubus_balticus	Rubus	Rosaceae
Rubus_bavaricus	Rubus	Rosaceae
Rubus_botryeros	Rubus	Rosaceae
Rubus_cambrensis	Rubus	Rosaceae
Rubus_cordiformis	Rubus	Rosaceae
Rubus_crespignyanus	Rubus	Rosaceae
Rubus_dasycarpus	Rubus	Rosaceae
Rubus_derasifolius	Rubus	Rosaceae
Rubus_elegantispinosus	Rubus	Rosaceae
Rubus_fabrimontanus	Rubus	Rosaceae
Rubus_fontivagus	Rubus	Rosaceae
Rubus_glivicensis	Rubus	Rosaceae
Rubus_gravetii	Rubus	Rosaceae
Rubus_hartmanii	Rubus	Rosaceae
Rubus_louettensis	Rubus	Rosaceae
Rubus_marshallii	Rubus	Rosaceae
Rubus_maximiformis	Rubus	Rosaceae
Rubus_maximus	Rubus	Rosaceae
Rubus_melanodermis	Rubus	Rosaceae
Rubus_naldrettii	Rubus	Rosaceae
Rubus_pervirescens	Rubus	Rosaceae
Rubus_plymensis	Rubus	Rosaceae
Rubus_prei	Rubus	Rosaceae
Rubus_promachonicus	Rubus	Rosaceae
Rubus_schorleri	Rubus	Rosaceae
Rubus_schumacheri	Rubus	Rosaceae
Rubus_spribillei	Rubus	Rosaceae
Rubus_subopacus	Rubus	Rosaceae
Rubus_thuillieri	Rubus	Rosaceae
Rubus_thyrsigeriformis	Rubus	Rosaceae
Rubus_viridescens	Rubus	Rosaceae
Dichasianthus_confertus	Dichasianthus	Brassicaceae
Holosteum_klopotovii	Holosteum	Caryophyllaceae
Mcneillia_graminifolia	Mcneillia	Caryophyllaceae
Memoremea_scorpioides	Memoremea	Boraginaceae
Mcneillia_stellata	Mcneillia	Caryophyllaceae
Mcneillia_pseudosaxifraga	Mcneillia	Caryophyllaceae
Orobanche_inexspectata	Orobanche	Orobanchaceae
Rorippa_wolgensis	Rorippa	Brassicaceae
Viola_danielae	Viola	Violaceae
Petrosedum_henkii	Petrosedum	Crassulaceae
Petrosedum_pascalianum	Petrosedum	Crassulaceae
Cherleria_laricifolia	Cherleria	Caryophyllaceae
Silphiodaucus_prutenicus	Silphiodaucus	Apiaceae
Silene_novorossica	Silene	Caryophyllaceae
Aizoanthemopsis_hispanica	Aizoanthemopsis	Aizoaceae
Arthrocaulon_macrostachyum	Arthrocaulon	Amaranthaceae
Cherleria_wettsteinii	Cherleria	Caryophyllaceae
Cherleria_doerfleri	Cherleria	Caryophyllaceae
Hedlundia_neopinnatifida	Hedlundia	Rosaceae
Hedlundia_pseudofennica	Hedlundia	Rosaceae
Hedlundia_scannelliana	Hedlundia	Rosaceae
Hedlundia_lonetalensis	Hedlundia	Rosaceae
Hedlundia_legrei	Hedlundia	Rosaceae
Hedlundia_borbasii	Hedlundia	Rosaceae
Hedlundia_abscondita	Hedlundia	Rosaceae
Hedlundia_hornadensis	Hedlundia	Rosaceae
Hedlundia_hazslinszkyana	Hedlundia	Rosaceae
Hedlundia_harziana	Hedlundia	Rosaceae
Hedlundia_pseudothuringiaca	Hedlundia	Rosaceae
Hedlundia_subsimilis	Hedlundia	Rosaceae
Hedlundia_teodori	Hedlundia	Rosaceae
Hedlundia_roopiana	Hedlundia	Rosaceae
Iberodes_linifolia	Iberodes	Boraginaceae
Iberodes_brassicifolia	Iberodes	Boraginaceae
Iberodes_commutata	Iberodes	Boraginaceae
Iberodes_kuzinskyana	Iberodes	Boraginaceae
Iberodes_littoralis	Iberodes	Boraginaceae
Karpatiosorbus_schnizleiniana	Karpatiosorbus	Rosaceae
Karpatiosorbus_meierottii	Karpatiosorbus	Rosaceae
Karpatiosorbus_amici-petri	Karpatiosorbus	Rosaceae
Karpatiosorbus_joannis	Karpatiosorbus	Rosaceae
Karpatiosorbus_dolomiticola	Karpatiosorbus	Rosaceae
Karpatiosorbus_admonitor	Karpatiosorbus	Rosaceae
Karpatiosorbus_houstoniae	Karpatiosorbus	Rosaceae
Karpatiosorbus_barrandienica	Karpatiosorbus	Rosaceae
Karpatiosorbus_pseudovertesensis	Karpatiosorbus	Rosaceae
Karpatiosorbus_dracofolia	Karpatiosorbus	Rosaceae
Karpatiosorbus_redliana	Karpatiosorbus	Rosaceae
Karpatiosorbus_magocsyana	Karpatiosorbus	Rosaceae
Karpatiosorbus_polgariana	Karpatiosorbus	Rosaceae
Karpatiosorbus_tobani	Karpatiosorbus	Rosaceae
Karpatiosorbus_concavifolia	Karpatiosorbus	Rosaceae
Karpatiosorbus_bakonyensis	Karpatiosorbus	Rosaceae
